"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA","REACTOME_PROCESSING_OF_CAPPED_INTRON_CONTAINING_PRE_MRNA",69,-0.314777582317548,-1.83040415203399,2.26384553861898e-05,0.00070745173081843,0.000561989725815061,1191,"tags=99%, list=63%, signal=38%","CSTF3/SRSF5/HNRNPH2/NUP50/SRSF3/NUP98/SRSF7/C9orf78/PRPF40A/SRSF9/GTF2F2/POLR2A/THOC1/SNRNP200/DHX9/TRA2B/SRSF2/U2SURP/RBM39/YBX1/PTBP1/SDE2/DDX5/RANBP2/ALYREF/DHX15/SNRPB2/U2AF2/SF3B1/HNRNPA3/HNRNPM/SNRPB/MAGOH/HNRNPA2B1/CDC5L/NUP153/UPF3B/PCBP2/PNN/MFAP1/RBM25/POLR2E/SF3B2/RNPS1/DDX39B/TCERG1/SRRM1/HNRNPU/LSM5/SLU7/RBM8A/LUC7L3/HNRNPL/SRSF1/CCAR1/PABPN1/PPIL4/PCF11/POLR2F/SF3B6/CWF19L2/FAM32A/IK/SNRPD3/SNU13/UBL5/LSM7/SNRPD2"
"KEGG_LEISHMANIA_INFECTION","KEGG_LEISHMANIA_INFECTION",29,0.71801019761653,1.69590239139815,3.53892874747693e-05,0.00102084483100296,0.000810944806102002,215,"tags=55%, list=11%, signal=50%","FCGR1A/IL1B/ITGAM/IL1A/TLR2/NCF1/HLA-DOA/HLA-DMB/NCF4/NCF2/NFKBIA/PTPN6/ITGB2/HLA-DMA/NFKB1/CYBA"
"WP_MRNA_PROCESSING","WP_MRNA_PROCESSING",46,-0.380952380952381,-1.93603606543029,6.35674491624522e-05,0.00170269953113711,0.00135260060999804,1191,"tags=100%, list=63%, signal=38%","SRSF5/HNRNPH2/HNRNPAB/SRSF3/SUPT5H/CELF2/SRSF7/PRPF40A/SRSF9/POLR2A/DHX9/SRPK1/TRA2B/SRSF2/RBM39/YBX1/SFPQ/PTBP1/RNGTT/PPM1G/DHX15/SNRPB2/U2AF2/SF3B1/HNRNPM/SNRPB/HNRNPA2B1/PCBP2/TMED10/SF3B2/XRN2/RNPS1/SMC1A/SRRM1/HNRNPU/NONO/HNRNPL/SRSF1/PABPN1/PRMT1/CLK1/SNRPD3/SNU13/LSM7/SNRPD2"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",38,0.66424869340017,1.60371495141127,7.18796108127088e-05,0.00179699027031772,0.00142750384982432,251,"tags=32%, list=13%, signal=28%","FCGR1A/MRC1/CD14/CYBB/TLR2/BTK/CTSS/NCF1/NCF4/NCF2/CYBA/LY96"
"REACTOME_SIGNALING_BY_GPCR","REACTOME_SIGNALING_BY_GPCR",70,0.598701309940592,1.49811828654993,8.7440748202469e-05,0.00204939253599537,0.00162800866719071,264,"tags=40%, list=14%, signal=36%","PTAFR/CXCL8/P2RY13/TIAM1/CX3CR1/C5AR1/BTK/FGD2/PRKAR2B/RGS10/FGD4/RGS1/GPR183/GRK3/PAK1/PTGER4/VAV3/GNA15/PIK3CG/RPS6KA2/VAV1/RGS2/DAGLB/PDE7B/PIK3R5/GNG2/ARRB2/ABR"
"REACTOME_RRNA_PROCESSING","REACTOME_RRNA_PROCESSING",33,-0.428042563415633,-2.00886207097645,0.000105507614443759,0.00232737384802409,0.00184883311997422,281,"tags=59%, list=15%, signal=51%","RPS14/RPL32/RPL24/RPL34/RPSA/RPL7A/RPL30/RPS3A/RPL30/RPS27A/RPL36/RPL36AL/RPL31/SNU13/RPL23A/RPL19/UBA52/RPL14/RPS28/RPLP1"
"WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS","WP_CYTOPLASMIC_RIBOSOMAL_PROTEINS",23,-0.523562750530732,-2.22123351191581,0.000133992131179435,0.0027915027329049,0.00221753059203393,281,"tags=75%, list=15%, signal=65%","RPS14/RPL32/RPL24/RPL34/RPSA/RPL7A/RPL30/RPS3A/RPL30/RPS27A/RPL36/RPL31/RPL23A/RPL19/UBA52/RPL14/RPS28/RPLP1"
"REACTOME_NEUTROPHIL_DEGRANULATION","REACTOME_NEUTROPHIL_DEGRANULATION",147,0.526886059222709,1.35701538673795,0.000179998200018,0.00355259605298684,0.00282213244349551,549,"tags=47%, list=29%, signal=36%","PTAFR/PLAUR/CD14/CYBB/ITGAM/ADA2/CLEC5A/PLAU/TLR2/ALOX5/C5AR1/CFD/NFAM1/CD68/RAB31/CTSS/NCKAP1L/PYCARD/CHI3L1/CTSB/CTSZ/STING1/PTPN6/CTSC/ITGB2/CD44/NFKB1/CYBA/FABP5/IQGAP2/GM2A/CD53/GAA/COTL1/PDXK/BIN2/CTSH/ITGAV/ATP6V0A1/CSTB/RHOG/DOCK2/MAPK14/CST3/ADGRE5/STK10/ASAH1/PRCP/DBNL/FTH1/PLD1/TCIRG1/CTSA/ARSB/GMFG/AP2A2/ATP6AP2/ARPC5/PSEN1/SDCBP/DPP7/RAB7A/TNFRSF1B/CYSTM1/RAB10/CNN2/CMTM6/MAN2B1/PTPRC"
"KEGG_SPLICEOSOME","KEGG_SPLICEOSOME",37,-0.368874528809908,-1.78096952925739,0.000393011086565568,0.0073689578731044,0.00585379671042399,1210,"tags=100%, list=64%, signal=37%","SRSF5/SRSF3/SRSF7/PRPF40A/SRSF9/THOC1/SNRNP200/TRA2B/SRSF2/U2SURP/HSPA6/DDX5/ALYREF/DHX15/SNRPB2/U2AF2/SF3B1/HNRNPA3/HNRNPM/SNRPB/MAGOH/CDC5L/RBM25/SF3B2/DDX39B/TCERG1/HNRNPU/LSM5/SLU7/RBM8A/SRSF1/SF3B6/SNRPD3/SNU13/LSM7/SNRPD2"
"WP_VITAMIN_D_RECEPTOR_PATHWAY","WP_VITAMIN_D_RECEPTOR_PATHWAY",24,0.698233560082617,1.62006851979325,0.000446596226261888,0.00797493261181943,0.00633517453795059,393,"tags=71%, list=21%, signal=57%","CD14/ITGAM/ALOX5/CEBPA/LRRC25/IRF8/PRDM1/PTGER4/IRF5/HIF1A/PPARD/TNFAIP3/TRAK1/NRIP1/ATP2B1/CDKN1A/ADGRE5"
"REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY","REACTOME_REGULATION_OF_PTEN_STABILITY_AND_ACTIVITY",22,-0.492579283198258,-2.07154262242575,0.000499167907070171,0.00850854387051428,0.00675906783257696,252,"tags=55%, list=13%, signal=48%","PSMB4/PSME2/PSMA3/PSMB2/CSNK2B/UBC/CSNK2A1/RPS27A/PSMC3/UBB/UBA52/AKT3"
"REACTOME_RESPIRATORY_ELECTRON_TRANSPORT","REACTOME_RESPIRATORY_ELECTRON_TRANSPORT",26,-0.414346895074946,-1.81964866669406,0.00072475869113391,0.0118167177902268,0.00938703476388542,1121,"tags=100%, list=59%, signal=41%","SDHA/NDUFV2/NDUFA4/SDHC/SDHB/NDUFV3/COX6B1/COQ10B/COX5A/NDUFB6/NDUFA2/NDUFAB1/NDUFA7/COX7A2L/CYC1/COX8A/NDUFB10/NDUFB8/NDUFB7/NDUFB4/NDUFB11/UQCRB/ETFB/NDUFS4/NDUFA6"
"REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY","REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY",28,-0.424450927384345,-1.90476451973447,0.000972877249372027,0.0152012070214379,0.0120756255075563,281,"tags=66%, list=15%, signal=57%","RPS14/RPL32/RPL24/RPL34/RPSA/RPL7A/RPL30/RPS3A/RPL30/RPS27A/RPL36/RPL36AL/RPL31/RPL23A/RPL19/UBA52/RPL14/RPS28/RPLP1"
"WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA","WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA",31,0.649001089225288,1.54187637038004,0.00120834969640214,0.0181252454460321,0.0143984405929181,458,"tags=68%, list=24%, signal=52%","RBM47/PLEK/ITGAM/ADAP2/IGSF6/NRROS/NCKAP1L/PYCARD/RGS1/IL10RA/NCF2/ITGB2/CD84/HCLS1/LOXL3/BIN2/GPX1/CD37/APBB1IP/TCIRG1/TGFBR1"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",52,0.589316680684458,1.45226952449361,0.00131110132511309,0.0189101152660543,0.015021930162227,310,"tags=40%, list=16%, signal=35%","TLR7/CD14/ITGAM/TLR2/BTK/LY86/CTSS/DUSP6/CTSB/NFKBIA/RPS6KA2/ITGB2/MEF2C/NFKB1/UNC93B1/IRAK2/RIPK2/LY96/PELI1/RPS6KA5/MAPKAPK2"
"REACTOME_LEISHMANIA_INFECTION","REACTOME_LEISHMANIA_INFECTION",59,0.573612665351612,1.42325141151154,0.00151069491966305,0.020981873884209,0.0166677061311751,259,"tags=34%, list=14%, signal=30%","FCGR1A/CD163/IL1B/IL1A/HCK/NLRP3/BTK/MYO10/LYN/HMOX1/PRKAR2B/NCKAP1L/PYCARD/SYK/VAV3/VAV1/NFKB1/CYBA/GNG2/ABL1"
"WP_IL_3_SIGNALING_PATHWAY","WP_IL_3_SIGNALING_PATHWAY",25,0.665714640220541,1.55124646014317,0.00177315743611567,0.023747644233692,0.018864795278975,180,"tags=36%, list=10%, signal=33%","CD86/CXCL8/HCK/LYN/CSF2RB/SYK/PTPN6/VAV1/INPP5D"
"WP_NETWORK_MAP_OF_SARS_COV_2_SIGNALING_PATHWAY","WP_NETWORK_MAP_OF_SARS_COV_2_SIGNALING_PATHWAY",38,0.616438863254426,1.4882862871309,0.00184633292192219,0.0238749946800284,0.0189659606861699,158,"tags=29%, list=8%, signal=27%","CD163/CD14/IL1B/CXCL8/IL1A/NLRP3/SERPINE1/CTSB/CTSZ/PTPN6/HIF1A"
"REACTOME_DEGRADATION_OF_AXIN","REACTOME_DEGRADATION_OF_AXIN",20,-0.473789538450441,-1.91049880427766,0.00240647883798016,0.0294963337149649,0.023431473519537,252,"tags=50%, list=13%, signal=44%","PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52/SMURF2"
"REACTOME_SIGNALING_BY_VEGF","REACTOME_SIGNALING_BY_VEGF",38,0.610666573003827,1.47435007879395,0.00243836358710377,0.0294963337149649,0.023431473519537,389,"tags=47%, list=21%, signal=38%","CYBB/NCKAP1L/NCF1/NCF4/PAK1/NCF2/NRP2/VAV3/VAV1/CYBA/AXL/MAPKAPK2/PIK3R1/ITGAV/NRP1/PRKCB/ELMO1/MAPK14"
"REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS","REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS",46,0.590903590676389,1.44536526170312,0.00256369171607114,0.0300432622977087,0.0238659459094781,283,"tags=26%, list=15%, signal=23%","CLEC6A/IL1B/CLEC4A/CLEC7A/LYN/PYCARD/SYK/PAK1/NFKBIA/NFKB1/CARD9/RPS6KA5"
"REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES","REACTOME_SARS_COV_1_ACTIVATES_MODULATES_INNATE_IMMUNE_RESPONSES",20,0.683719908718913,1.5552058191373,0.00285486247544204,0.0324416190391141,0.0257711668437033,239,"tags=40%, list=13%, signal=35%","TLR7/NLRP3/PYCARD/RUNX1/NFKBIA/STING1/NFKB1/IRAK2"
"REACTOME_SELENOAMINO_ACID_METABOLISM","REACTOME_SELENOAMINO_ACID_METABOLISM",29,-0.380052457101024,-1.71902510263884,0.00297382787158496,0.0327995721130694,0.0260555197417506,281,"tags=67%, list=15%, signal=58%","RPS14/RPL32/KARS1/RPL24/RPL34/RPSA/RPL7A/RPL30/RPS3A/RPL30/RPS27A/RPL36/RPL36AL/RPL31/RPL23A/RPL19/UBA52/RPL14/RPS28/RPLP1"
"REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL","REACTOME_CELL_SURFACE_INTERACTIONS_AT_THE_VASCULAR_WALL",23,0.663285499666428,1.53200498053184,0.00313097222786972,0.0335461310128898,0.0266485756537483,340,"tags=61%, list=18%, signal=51%","ITGAM/LYN/PTPN6/ITGB2/CD74/MERTK/INPP5D/CD44/CD84/JAML/ITGA6/ATP1B1/PIK3R1/ITGAV"
"KEGG_CHEMOKINE_SIGNALING_PATHWAY","KEGG_CHEMOKINE_SIGNALING_PATHWAY",51,0.572614992885241,1.40934838970123,0.00374378121903122,0.0389977210315752,0.0309792422510478,416,"tags=45%, list=22%, signal=36%","CXCL8/TIAM1/CX3CR1/HCK/LYN/NCF1/GRK3/PAK1/NFKBIA/VAV3/PIK3CG/VAV1/NFKB1/PIK3R5/GNG2/ARRB2/WAS/PIK3R1/PREX1/PRKCB/ELMO1/DOCK2/PRKX"
"REACTOME_RAC1_GTPASE_CYCLE","REACTOME_RAC1_GTPASE_CYCLE",65,0.548762715642298,1.3681856485111,0.00422113970772108,0.042781821362038,0.0339852784433874,454,"tags=46%, list=24%, signal=36%","CYBB/TIAM1/ARHGAP22/NCKAP1L/ARHGAP24/NCF1/NCF4/SRGAP1/DOCK5/PAK1/NCF2/VAV3/ARHGAP20/VAV1/ABL2/CYBA/ARAP2/IQGAP2/DOCK10/ABR/WAS/DOCK11/PIK3R1/PREX1/TAGAP/DOCK2/FMNL1/ARHGAP30/PLD1/VRK2"
"WP_UROTENSIN_II_MEDIATED_SIGNALING_PATHWAY","WP_UROTENSIN_II_MEDIATED_SIGNALING_PATHWAY",20,0.669949579714736,1.52388349617195,0.00472740667976424,0.0466520396029366,0.0370597254951047,215,"tags=45%, list=11%, signal=40%","IL1B/CYBB/ALOX5/HMOX1/NCF1/NCF4/NCF2/NFKB1/CYBA"
"KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",28,0.629062193986286,1.48149287773448,0.00495769300672469,0.0476701250646605,0.0378684782969794,472,"tags=61%, list=25%, signal=46%","TLR7/CD86/CD14/IL1B/CXCL8/TLR2/NFKBIA/IRF5/PIK3CG/NFKB1/PIK3R5/LY96/PIK3R1/MAPK14/TLR4/TRAF3/PIK3CB"
"REACTOME_SARS_COV_1_HOST_INTERACTIONS","REACTOME_SARS_COV_1_HOST_INTERACTIONS",37,0.596405203145005,1.43710005883509,0.00547073408217143,0.0512881320203572,0.0407425722435399,239,"tags=24%, list=13%, signal=21%","TLR7/NLRP3/SERPINE1/PYCARD/RUNX1/NFKBIA/STING1/NFKB1/IRAK2"
"WP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY","WP_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY",29,0.617446881314148,1.45837711784316,0.00679956418223639,0.0621911358131377,0.0494037654319101,540,"tags=66%, list=29%, signal=48%","TLR7/CD86/CD14/IL1B/CXCL8/TLR2/NFKBIA/IRF5/PIK3CG/NFKB1/PIK3R5/LY96/PIK3R1/MAPK14/TLR4/TRAF3/PIK3CB/TBK1/NFKBIB"
"WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY","WP_B_CELL_RECEPTOR_SIGNALING_PATHWAY",37,0.589596333752443,1.42069338338516,0.00735788638941589,0.0656954141912133,0.0521875149925989,389,"tags=46%, list=21%, signal=37%","BTK/BLNK/LYN/SYK/LAT2/NFKBIA/PTPN6/PIK3CG/PIK3AP1/REL/VAV1/INPP5D/NFKB1/HCLS1/PIK3R1/PRKCB/MAPK14"
"KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY","KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY",31,0.606356127172483,1.44056181113414,0.00766295099135023,0.0668280609710776,0.0530872736977262,409,"tags=52%, list=22%, signal=41%","BTK/BLNK/LYN/SYK/NFKBIA/VAV3/PTPN6/PIK3CG/PIK3AP1/VAV1/INPP5D/NFKB1/PIK3R5/PIK3R1/PRKCB/NFAT5"
"REACTOME_HEDGEHOG_LIGAND_BIOGENESIS","REACTOME_HEDGEHOG_LIGAND_BIOGENESIS",23,-0.406029606969634,-1.72259498773876,0.00920245398773006,0.0784300055772448,0.0623036956585552,916,"tags=96%, list=48%, signal=50%","PSMA6/ADAM17/PSMB8/PSMD12/PSMB7/P4HB/OS9/DERL2/PSMA7/PSMA4/PSMD7/PSMC6/SEL1L/PSMB4/PSME2/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52"
"REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION","REACTOME_ANTI_INFLAMMATORY_RESPONSE_FAVOURING_LEISHMANIA_PARASITE_INFECTION",24,0.629612687973053,1.46085171747812,0.00949016980806512,0.0790847484005427,0.06282381416801,88,"tags=25%, list=5%, signal=24%","FCGR1A/CD163/HCK/LYN/PRKAR2B/SYK"
"WP_IL_1_SIGNALING_PATHWAY","WP_IL_1_SIGNALING_PATHWAY",20,0.650412810876812,1.47944468987654,0.00973109037328094,0.0793295410865294,0.0630182740420711,389,"tags=55%, list=21%, signal=44%","IL1B/IL1A/NFKBIA/REL/NFKB1/IRAK2/PELI1/MAPKAPK2/MAP3K2/PIK3R1/MAPK14"
"KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS","KEGG_MEDICUS_REFERENCE_MITOCHONDRIAL_COMPLEX_UCP1_IN_THERMOGENESIS",20,-0.413020277481323,-1.66545413571439,0.0114335971855761,0.0831359610932193,0.0660420406719468,1121,"tags=100%, list=59%, signal=41%","SDHA/NDUFV2/NDUFA4/SDHC/SDHB/ATP5F1A/COX6B1/COX5A/NDUFA2/ATP5PO/CYC1/COX8A/NDUFB10/NDUFB8/NDUFB7/NDUFB11/UQCRB/NDUFS4/NDUFA6"
"REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT","REACTOME_COPI_MEDIATED_ANTEROGRADE_TRANSPORT",23,-0.384996254088815,-1.63336024321297,0.0104294478527607,0.0831359610932193,0.0660420406719468,198,"tags=43%, list=10%, signal=39%","COPE/USO1/ARCN1/KDELR1/TMED2/DYNC1H1/COPB2/TMED3/GOLGB1/SPTBN1"
"REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME","REACTOME_DEGRADATION_OF_GLI1_BY_THE_PROTEASOME",21,-0.396122651841299,-1.62827572266328,0.0117474302496329,0.0831359610932193,0.0660420406719468,916,"tags=48%, list=48%, signal=25%","PSMB4/PSME2/ITCH/PSMA3/PSMB2/UBC/RPS27A/PSMC3/UBB/UBA52"
"REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX","REACTOME_DEGRADATION_OF_BETA_CATENIN_BY_THE_DESTRUCTION_COMPLEX",28,-0.359112388058643,-1.61155151571109,0.0110583954015292,0.0831359610932193,0.0660420406719468,252,"tags=46%, list=13%, signal=41%","PSMB4/HDAC1/PSME2/PSMA3/PSMB2/UBC/APC/RPS27A/PSMC3/UBB/UBA52/CTNNB1/TLE5"
"REACTOME_INFLUENZA_INFECTION","REACTOME_INFLUENZA_INFECTION",43,-0.292653712661417,-1.45754464953947,0.0113965935631798,0.0831359610932193,0.0660420406719468,287,"tags=50%, list=15%, signal=43%","PABPN1/RPS14/RPL32/RPL24/POLR2F/RPL34/RPSA/KPNB1/RPL7A/RPL30/RPS3A/RPL30/RPS27A/RPL36/RPL36AL/RPL31/RPL23A/RPL19/UBA52/RPL14/RPS28/RPLP1"
"REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE","REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE",33,0.5898107547672,1.40847156043361,0.0115966809152628,0.0831359610932193,0.0660420406719468,546,"tags=58%, list=29%, signal=42%","CD14/TLR2/BTK/DUSP6/NFKBIA/RPS6KA2/MEF2C/NFKB1/IRAK2/RIPK2/LY96/PELI1/RPS6KA5/MAPKAPK2/MAPK14/TLR4/FBXW11/NFKBIB/MEF2A"
