"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"REACTOME_EUKARYOTIC_TRANSLATION_INITIATION","REACTOME_EUKARYOTIC_TRANSLATION_INITIATION",41,-0.612809143605824,-2.59886530425485,4.36615519977106e-08,2.3934468958745e-06,2.07235691778608e-06,405,"tags=76%, list=13%, signal=67%","RPSA/RPL4/RPS16/RPL18/RPS4X/RPL36/RPLP0/RPS17/RPL27/RPS8/RPL3/RPL19/RPS3A/RPLP1/RPL12/RPL30/RPL17/RPL7A/RPL23A/RPS28/RPS21/RPL35/RPL34/RPS27A/UBA52/RPL14/RPL24/RPS19/RPS26/RPL32/RPL31"
"REACTOME_NONSENSE_MEDIATED_DECAY_NMD","REACTOME_NONSENSE_MEDIATED_DECAY_NMD",38,-0.556816458725957,-2.32555656853409,3.0417841811871e-06,0.000142888584798866,0.000123719539251528,405,"tags=82%, list=13%, signal=72%","RPSA/RPL4/RPS16/RPL18/RPS4X/RPL36/RPLP0/RPS17/RPL27/RPS8/RPL3/RPL19/RPS3A/RPLP1/RPL12/RPL30/RPL17/RPL7A/RPL23A/RPS28/RPS21/RPL35/RPL34/RPS27A/UBA52/RPL14/RPL24/RPS19/RPS26/RPL32/RPL31"
"KEGG_FOCAL_ADHESION","KEGG_FOCAL_ADHESION",60,-0.475664720017173,-2.18410194705071,3.08051675354107e-06,0.000142888584798866,0.000123719539251528,223,"tags=32%, list=7%, signal=30%","CTNNB1/AKT3/DOCK1/PPP1R12A/ITGB1/FYN/IGF1R/ACTN4/FN1/CCND2/ITGA5/CCND1/VCL/ACTN1/ITGA1/COL4A1/COL1A2/COL1A1/COL3A1"
"REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS","REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS",21,-0.702912624015495,-2.53724400748608,5.08863284549848e-06,0.000219174686131113,0.000189771570779492,261,"tags=62%, list=8%, signal=57%","CALU/MGAT4A/MBTPS1/NUCB1/IGFBP2/APP/FN1/CKAP4/RCN1/TIMP1/IGFBP4/IGFBP6/IGFBP7"
"WP_FOCAL_ADHESION","WP_FOCAL_ADHESION",58,-0.454767737606708,-2.07559247721128,8.5322590620639e-06,0.000342996814294969,0.000296982490862014,223,"tags=31%, list=7%, signal=29%","CTNNB1/AKT3/DOCK1/PPP1R12A/ITGB1/FYN/IGF1R/ACTN4/FN1/CCND2/ITGA5/CCND1/VCL/ACTN1/ITGA1/COL4A1/COL1A2/COL1A1"
"REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION","REACTOME_EXTRACELLULAR_MATRIX_ORGANIZATION",55,-0.46641831993823,-2.10834421363131,1.22887504527117e-05,0.000463132282686572,0.000401001330562171,183,"tags=40%, list=6%, signal=38%","ITGB1/HTRA1/CRTAP/BMP1/P4HA1/COL25A1/PLOD3/APP/CD151/FN1/ITGA5/DST/TIMP1/ACTN1/SERPINE1/ITGA1/COL4A1/COL1A2/COL1A1/COL3A1/SPARC/ELN"
"REACTOME_MUSCLE_CONTRACTION","REACTOME_MUSCLE_CONTRACTION",34,-0.566642865291305,-2.31183976599625,1.93812081330797e-05,0.000687462853191003,0.000595237104272912,164,"tags=47%, list=5%, signal=45%","ORAI1/AKAP9/ATP1B1/ASPH/ATP2A2/SLC8A1/FXYD6/TPM4/WWTR1/ANXA6/ITPR1/VCL/ITGA1/TPM1/ACTA2/CALD1"
"WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA","WP_TYROBP_CAUSAL_NETWORK_IN_MICROGLIA",37,0.673805983756618,1.85261342684522,2.28529477640119e-05,0.000765573750094397,0.000662869128125724,694,"tags=73%, list=21%, signal=58%","ITGAM/ADAP2/ITGB2/PYCARD/CD84/NRROS/SLC7A7/RBM47/NCKAP1L/TCIRG1/GPX1/LHFPL2/MAF/NPC2/RGS1/APBB1IP/NCF2/IGSF6/FKBP15/PLEK/CAPG/IL10RA/SLC1A5/RPS6KA1/BIN2/SPP1/DPYD"
"REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS","REACTOME_REGULATION_OF_EXPRESSION_OF_SLITS_AND_ROBOS",63,-0.427123000063901,-1.98043039141884,2.43102219256327e-05,0.000771529674797713,0.000668026042942595,405,"tags=49%, list=13%, signal=44%","RPSA/RPL4/RPS16/RPL18/RPS4X/RPL36/RPLP0/RPS17/RPL27/RPS8/RPL3/RPL19/RPS3A/RPLP1/RPL12/RPL30/RPL17/RPL7A/RPL23A/RPS28/RPS21/RPL35/RPL34/RPS27A/UBA52/RPL14/RPL24/RPS19/RPS26/RPL32/RPL31"
"REACTOME_IRON_UPTAKE_AND_TRANSPORT","REACTOME_IRON_UPTAKE_AND_TRANSPORT",27,0.698036151557968,1.83668309480037,4.71928715757222e-05,0.00142286507800803,0.00123198233166096,657,"tags=67%, list=20%, signal=54%","HMOX1/ATP6V0A1/TCIRG1/FTH1/SLC40A1/CYBRD1/ACO1/TFRC/HFE/ATP6V1B2/ATP6V0B/ATP6V1A/ATP6AP1/ATP6V1C1/ATP6V1H/ATP6V1E1/ATP6V0D1/ATP6V1F"
"KEGG_CELL_ADHESION_MOLECULES_CAMS","KEGG_CELL_ADHESION_MOLECULES_CAMS",20,0.747840105159714,1.87555990055722,7.00241871458881e-05,0.00201069451661764,0.00174095222177246,532,"tags=70%, list=16%, signal=59%","ITGAM/CLDN1/HLA-DMB/HLA-DMA/CD86/ITGB2/CADM1/ALCAM/ITGA6/SDC3/CLDN15/ICOSLG/SDC4/ITGA9"
"REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS","REACTOME_SIGNALING_BY_TGFB_FAMILY_MEMBERS",37,-0.512173920157568,-2.12982702434814,8.02161921177298e-05,0.00210305929769526,0.0018209259171805,311,"tags=30%, list=10%, signal=27%","RPS27A/UBA52/JUNB/SMAD7/ITGB1/BMPR2/WWTR1/PMEPA1/SMURF2/SERPINE1/COL1A2"
"KEGG_LEISHMANIA_INFECTION","KEGG_LEISHMANIA_INFECTION",31,0.686671018211989,1.84279439131552,7.67491629498588e-05,0.00210305929769526,0.0018209259171805,410,"tags=48%, list=13%, signal=43%","ITGAM/FCGR1A/HLA-DMB/HLA-DMA/ITGB2/IL1A/CYBA/TLR2/PTPN6/TNF/NCF4/NCF2/NCF1/IL1B/IFNGR2"
"REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER","REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER",26,-0.570720324617475,-2.17738664494152,0.000150597141715849,0.00378375318561071,0.00327614834609918,311,"tags=31%, list=10%, signal=28%","RPS27A/UBA52/JUNB/SMAD7/WWTR1/SMURF2/SERPINE1/COL1A2"
"PID_AVB3_INTEGRIN_PATHWAY","PID_AVB3_INTEGRIN_PATHWAY",26,-0.562291528774032,-2.14522948019581,0.000182978716688469,0.00441344664652587,0.00382136604115708,106,"tags=27%, list=3%, signal=26%","IGF1R/FN1/VCL/COL4A1/COL1A2/COL1A1/COL3A1"
"REACTOME_SELENOAMINO_ACID_METABOLISM","REACTOME_SELENOAMINO_ACID_METABOLISM",38,-0.468063531432601,-1.95487795476618,0.000235978364543031,0.00527018347479435,0.00456316837478921,405,"tags=82%, list=13%, signal=72%","RPSA/RPL4/RPS16/RPL18/RPS4X/RPL36/RPLP0/RPS17/RPL27/RPS8/RPL3/RPL19/RPS3A/RPLP1/RPL12/RPL30/RPL17/RPL7A/RPL23A/RPS28/RPS21/RPL35/RPL34/RPS27A/UBA52/RPL14/RPL24/RPS19/RPS26/RPL32/RPL31"
"REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION","REACTOME_MHC_CLASS_II_ANTIGEN_PRESENTATION",42,0.624350271483557,1.74325951099242,0.000231324367366467,0.00527018347479435,0.00456316837478921,379,"tags=36%, list=12%, signal=32%","CTSS/HLA-DMB/CD74/CTSB/HLA-DMA/IFI30/CTSK/LGMN/AP1S3/CTSD/CTSA/CTSH/CTSC/AP2A2/AP1B1"
"REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX","REACTOME_SIGNALING_BY_TGF_BETA_RECEPTOR_COMPLEX",36,-0.49657905374472,-2.05160502354721,0.000287656470118746,0.00619488755291442,0.00536381989394353,311,"tags=28%, list=10%, signal=25%","RPS27A/UBA52/JUNB/SMAD7/ITGB1/WWTR1/PMEPA1/SMURF2/SERPINE1/COL1A2"
"REACTOME_SIGNALING_BY_GPCR","REACTOME_SIGNALING_BY_GPCR",95,0.518807846308505,1.55869116446154,0.000342721206378646,0.0071262374981491,0.00617022571193498,771,"tags=48%, list=24%, signal=38%","C3AR1/P2RY13/FGD2/HTR7/PLCB2/GNA15/RGS10/VAV3/GRK3/GPR183/BTK/GPR65/MGLL/PIK3R1/PSAP/PIK3CG/HEBP1/VAV1/RGS1/ABR/DAGLB/TIAM1/FGD4/RPS6KA2/C5AR2/C5AR1/ARRB2/CXCL8/ABHD12/PRKX/ADCY7/PIK3R5/PDE7B/ARHGEF10L/ITSN1/PAK1/ADGRE5/RPS6KA1/RGS19/GNAQ/PRKAR2A/ARRB1/PRKCD/GNB4/GRK2/PRKAR2B"
"REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION","REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION",49,0.583485293929383,1.65710111819847,0.000569912751538764,0.0114552463059292,0.00991848157063955,498,"tags=27%, list=15%, signal=23%","MRC1/FCGR1A/CTSS/CYBB/CD14/BTK/CYBA/TLR2/NCF4/NCF2/NCF1/LY96/ITGB5"
"REACTOME_TRANSPORT_OF_SMALL_MOLECULES","REACTOME_TRANSPORT_OF_SMALL_MOLECULES",178,0.45683505453567,1.4149623337216,0.000880545938481859,0.0171280387388568,0.0148302473849576,888,"tags=38%, list=28%, signal=29%","MCOLN3/SLCO2B1/LPL/ABCA6/LIPA/PLTP/SLC7A7/SLC15A3/CUBN/HMOX1/ABCA1/CLCN7/SLC9A9/ATP6V0A1/SCARB1/SLC8B1/TCIRG1/FTH1/SLC40A1/TRPV2/SLC6A6/CYBRD1/SOAT1/NPC2/LRRC8B/SLC43A2/ACO1/TFRC/HFE/CLCN5/AP2A2/ATP6V1B2/ATP2B1/SLC2A6/ATP6V0B/ATP6V1A/ATP6AP1/SLC15A4/ATP6V1C1/ATP6V1H/BEST1/ATP6V1E1/NEDD4L/RUNX1/ADCY7/SGK1/LRRC8D/SLC12A7/SGK3/SLC1A5/SLC36A1/SLC26A2/ATP6V0D1/ATP6V1F/PRKAR2A/SLC17A5/GNB4/ABCD3/ATP10D/PRKAR2B/AHCYL2/GNG2/ATP1A1/SLC39A6/SLC25A26/MYLIP/PARL"
"REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE","REACTOME_PLASMA_LIPOPROTEIN_ASSEMBLY_REMODELING_AND_CLEARANCE",23,0.670977240612012,1.72208263945369,0.00103634940409909,0.0195287090834923,0.0169088586984589,345,"tags=39%, list=11%, signal=35%","LPL/LIPA/PLTP/CUBN/ABCA1/SCARB1/SOAT1/NPC2/AP2A2"
"WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY","WP_COMPLEMENT_SYSTEM_IN_NEURONAL_DEVELOPMENT_AND_PLASTICITY",22,0.674851985054466,1.72031420222501,0.00122816140917691,0.0224418584767781,0.0194311980526873,117,"tags=32%, list=4%, signal=31%","C1QA/C1QB/ITGAM/C3AR1/CFD/ITGB2/MERTK"
"KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION","KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION",27,-0.504482553872504,-1.94536791609139,0.00144772456268989,0.0256758209206472,0.0222313121700987,65,"tags=26%, list=2%, signal=26%","PPP1R12A/ARHGEF12/CALCRL/PRKCH/ITPR1/ACTA2/CALD1"
"REACTOME_INFLUENZA_INFECTION","REACTOME_INFLUENZA_INFECTION",57,-0.373781984001398,-1.69911707583685,0.00162332261450841,0.0265480357757272,0.0229865160945461,405,"tags=54%, list=13%, signal=48%","RPSA/RPL4/RPS16/RPL18/RPS4X/RPL36/RPLP0/RPS17/RPL27/RPS8/RPL3/RPL19/RPS3A/RPLP1/RPL12/RPL30/RPL17/RPL7A/RPL23A/RPS28/RPS21/RPL35/RPL34/RPS27A/UBA52/RPL14/RPL24/RPS19/RPS26/RPL32/RPL31"
"REACTOME_RRNA_PROCESSING","REACTOME_RRNA_PROCESSING",60,-0.366674513739802,-1.68365339217098,0.00157856507730721,0.0265480357757272,0.0229865160945461,405,"tags=52%, list=13%, signal=46%","RPSA/RPL4/RPS16/RPL18/RPS4X/RPL36/RPLP0/RPS17/RPL27/RPS8/RPL3/RPL19/RPS3A/RPLP1/RPL12/RPL30/RPL17/RPL7A/RPL23A/RPS28/RPS21/RPL35/RPL34/RPS27A/UBA52/RPL14/RPL24/RPS19/RPS26/RPL32/RPL31"
"WP_PI3K_AKT_SIGNALING_PATHWAY","WP_PI3K_AKT_SIGNALING_PATHWAY",80,-0.327946890049371,-1.59126284401647,0.00162898395307116,0.0265480357757272,0.0229865160945461,213,"tags=20%, list=7%, signal=19%","AKT3/PPP2CB/ITGB1/GNG12/PPP2R3A/IGF1R/PPP2R5A/FN1/CCND2/ITGA5/CCND1/CREB3L2/ITGA1/COL4A1/COL1A2/COL1A1"
"REACTOME_BIOLOGICAL_OXIDATIONS","REACTOME_BIOLOGICAL_OXIDATIONS",31,0.616099489147983,1.65340410907477,0.00177855872458054,0.0282129261393845,0.0244280551019197,816,"tags=65%, list=25%, signal=49%","ALDH1A1/CYP27A1/MAOA/CNDP2/CYP4V2/AHCY/AHR/CMBL/ACSS1/TPMT/SULT1C4/PAOX/ALDH2/SLC26A2/GCLC/MGST1/COMT/MAT2B/AKR1A1/NQO2"
"REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS","REACTOME_METABOLISM_OF_VITAMINS_AND_COFACTORS",34,0.601649834476367,1.6351167703304,0.00187150422151805,0.0282129261393845,0.0244280551019197,550,"tags=41%, list=17%, signal=35%","FOLR2/VNN1/LPL/ACP5/CUBN/CYB5A/BCO2/SLC23A2/SDC3/PDXK/SLC19A2/SDC4/IDH1/VNN2"
"REACTOME_METABOLISM_OF_LIPIDS","REACTOME_METABOLISM_OF_LIPIDS",207,0.437692370062416,1.36270702551411,0.00185049963490142,0.0282129261393845,0.0244280551019197,822,"tags=35%, list=25%, signal=28%","FABP5/PLA2R1/TNFAIP8L2/RGL1/CYP27A1/ALOX5AP/ALOX5/PPT1/GM2A/LGMN/CUBN/ABCA1/MGLL/ASAH1/PLBD1/SGPL1/PPARG/HEXA/PIK3R1/GPD2/PSAP/FDFT1/GPX1/PIK3CG/PLD3/CTSA/ARSK/ACER3/PPARD/GLA/PLIN3/SGMS2/HSD17B11/PLIN2/AHR/PI4K2A/PIK3CB/AGPAT2/CDS1/CPT1A/MTMR14/PIKFYVE/NCOA3/CERS6/GBA1/PGS1/PIK3R5/PLD1/INPP5D/VAC14/DDHD1/AGPAT3/ACSL5/MAPKAPK2/HACD4/MBOAT1/ARSA/TNFRSF21/INPPL1/MBOAT7/PCCB/SGPP1/FIG4/PRKAG2/PTGR1/TNFAIP8/SBF2/TXNRD1/MMUT/ARSB/MID1IP1/AGPAT5"
"REACTOME_AMINO_ACIDS_REGULATE_MTORC1","REACTOME_AMINO_ACIDS_REGULATE_MTORC1",25,0.636908738111657,1.65689385668197,0.00249183051180887,0.0366481414297744,0.0317316542710449,752,"tags=64%, list=23%, signal=49%","TCIRG1/FNIP2/SLC38A9/ATP6V1B2/ATP6V0B/ATP6V1A/BMT2/ATP6V1C1/ATP6V1H/ATP6V1E1/LAMTOR2/LAMTOR3/ATP6V0D1/ATP6V1F/LAMTOR1/RRAGC"
"REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX","REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX",27,-0.489546705080206,-1.88777282025092,0.0028093474652024,0.040334202893263,0.0349232166100349,165,"tags=37%, list=5%, signal=35%","HTRA1/BMP1/COL25A1/FN1/TIMP1/COL4A1/COL1A2/COL1A1/COL3A1/ELN"
"WP_FOCAL_ADHESION_PI3K_AKT_MTOR_SIGNALING_PATHWAY","WP_FOCAL_ADHESION_PI3K_AKT_MTOR_SIGNALING_PATHWAY",76,-0.320827601082099,-1.54092668818123,0.00292044278097239,0.0409541162075896,0.0354599662022596,213,"tags=18%, list=7%, signal=18%","AKT3/PPP2CB/ITGB1/GNG12/PPP2R3A/IGF1R/PPP2R5A/FN1/ITGA5/CREB3L2/COL4A1/COL1A2/COL1A1/COL3A1"
"PID_PI3KCI_PATHWAY","PID_PI3KCI_PATHWAY",27,0.61973762750649,1.63066285479963,0.00307038005446399,0.0420781630191314,0.0364332178711516,673,"tags=52%, list=21%, signal=41%","BTK/PIK3R1/ADAP1/PIK3CG/BLNK/SYK/LYN/PIK3CB/DAPP1/SGK1/PIK3R5/FGR/HCK/INPPL1"
"REACTOME_TOLL_LIKE_RECEPTOR_CASCADES","REACTOME_TOLL_LIKE_RECEPTOR_CASCADES",70,0.514610877884314,1.51254802885467,0.0031751847102644,0.0425474751175429,0.0368395699717226,847,"tags=43%, list=26%, signal=32%","ITGAM/CTSS/TLR7/CTSB/TLR8/CD14/CTSK/ITGB2/LGMN/BTK/UNC93B1/TLR2/IRAK2/RIPK2/GSDMD/RPS6KA5/RPS6KA2/DUSP6/LY96/RPS6KA1/MEF2C/MAPKAPK2/TBK1/TNIP2/CNPY3/MAPKAPK3/NFKB1/DNM2/NFKBIA/MAP2K1"
"KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY","KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY",27,0.615384301315032,1.61920831823421,0.00368879582515108,0.0483553017949152,0.0418682546744836,819,"tags=52%, list=25%, signal=39%","PYCARD/NAIP/NLRP3/TNF/RIPK2/NLRP1/IL1B/PSTPIP1/CXCL8/TNFAIP3/CARD9/NFKB1/CARD6/NFKBIA"
"REACTOME_CDC42_GTPASE_CYCLE","REACTOME_CDC42_GTPASE_CYCLE",60,0.523797654421212,1.51891113024328,0.00380115161574558,0.0484698798850633,0.0419674616793077,852,"tags=55%, list=26%, signal=41%","FGD2/ARHGAP22/FMNL2/ARHGAP20/VAV3/WDR91/PIK3R1/ARHGAP4/IQGAP2/SRGAP1/ARAP2/TFRC/ABR/TIAM1/WDR81/ARHGAP30/FGD4/ARHGAP10/BAIAP2/DOCK10/GMIP/PLD1/ITSN1/ARHGAP17/PAK1/WAS/RAB7A/LAMTOR1/TAGAP/DOCK11/DOCK7/RALBP1/SHKBP1"
